ID_Cliente;Nombre_Cliente;Ciudad;Codigo_Postal;Estado_Provincia;ID_Sector;Pais_Codigo;Pais;Sector_ES;Estado_Sector;Sector_Analisis;Estado_Catalogo_Cliente
50095;Cosico Sun;San Jose;95134;CA;13;US;Estados Unidos;Alta tecnología;Sector identificado;Alta tecnología;Presente en catálogo
50097;Ziffer;Great Valley;;PA;26;US;Estados Unidos;Industria farmacéutica;Sector identificado;Industria farmacéutica;Presente en catálogo
50098;Pheonix Rails;Fort Worth;;TX;34;US;Estados Unidos;Transporte;Sector identificado;Transporte;Presente en catálogo
50099;Rimmion Runners;Richmond;23220;VA;9;US;Estados Unidos;Energía;Sector identificado;Energía;Presente en catálogo
50100;Allied Biscuit;Detroit;;MI;3;US;Estados Unidos;Automotriz;Sector identificado;Automotriz;Presente en catálogo
50101;WOWKOW;Saginaw;48603;MI;6;US;Estados Unidos;Industria química;Sector identificado;Industria química;Presente en catálogo
50106;Flip the Page LLC;Miamisburg;45342;OH;25;US;Estados Unidos;Industria papelera;Sector identificado;Industria papelera;Presente en catálogo
50107;Metratrack;Reston;20190;VA;34;US;Estados Unidos;Transporte;Sector identificado;Transporte;Presente en catálogo
50108;Cities of  Virginia;Richmond;23219;VA;10;US;Estados Unidos;Gobierno federal civil;Sector identificado;Gobierno federal civil;Presente en catálogo
50109;Present Networks;Ridgeland;39157;MS;32;US;Estados Unidos;Telecomunicaciones;Sector identificado;Telecomunicaciones;Presente en catálogo
50110;Katy;Sanford;27332;NC;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50115;Monks Diner;Evansville;47721;IN;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50116;Data Systems;Chicago;60601;IL;30;US;Estados Unidos;Servicios;Sector identificado;Servicios;Presente en catálogo
50120;Globo Gym American Corp;Houston;77010;TX;6;US;Estados Unidos;Industria química;Sector identificado;Industria química;Presente en catálogo
50125;Liliport LP;Akron;;OH;3;US;Estados Unidos;Automotriz;Sector identificado;Automotriz;Presente en catálogo
50126;Philly Medical;Natick;;MA;26;US;Estados Unidos;Industria farmacéutica;Sector identificado;Industria farmacéutica;Presente en catálogo
50127;MOKATO;Joplin;64801;MO;15;US;Estados Unidos;Industria;Sector identificado;Industria;Presente en catálogo
50128;SNC Downers Grove;Downers Grove;60515;IL;30;US;Estados Unidos;Servicios;Sector identificado;Servicios;Presente en catálogo
50129;Gadgetron;Omaha;68131;NE;20;US;Estados Unidos;Metales;Sector identificado;Metales;Presente en catálogo
50130;Sweno of Illinois;Perrysburg;;OH;15;US;Estados Unidos;Industria;Sector identificado;Industria;Presente en catálogo
50131;Lovelling Inc;Fort Lee;7024;NJ;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50132;Addrenaline;Atlanta;30322;GA;4;US;Estados Unidos;Bebidas;Sector identificado;Bebidas;Presente en catálogo
50133;GGE;San Francisco;;CA;35;US;Estados Unidos;Servicios públicos;Sector identificado;Servicios públicos;Presente en catálogo
50134;Mits Power;Orlando;32809;FL;3;US;Estados Unidos;Automotriz;Sector identificado;Automotriz;Presente en catálogo
50135;Pac Underwater Drilling;Omaha;68179;NE;34;US;Estados Unidos;Transporte;Sector identificado;Transporte;Presente en catálogo
50136;Dark Pets Inc;The Woodlands;;TX;9;US;Estados Unidos;Energía;Sector identificado;Energía;Presente en catálogo
50140;Transworld Consortium;Hershey;17033;PA;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50141;Label Solutions;DALLAS;;TX;10;US;Estados Unidos;Gobierno federal civil;Sector identificado;Gobierno federal civil;Presente en catálogo
50145;SNC Sydney;Canberra ACT;75012;TX;11;US;Estados Unidos;Departamento de Defensa;Sector identificado;Departamento de Defensa;Presente en catálogo
50146;Stilts and Shots;Tucson;85706;AZ;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50147;Trees and Bushes LTD;St. Louis;63124;MO;4;US;Estados Unidos;Bebidas;Sector identificado;Bebidas;Presente en catálogo
50148;Pompusili;Center Valley;18034;PA;18;US;Estados Unidos;Medios de comunicación;Sector identificado;Medios de comunicación;Presente en catálogo
50149;Teckman;Mt. View;94035;CA;13;US;Estados Unidos;Alta tecnología;Sector identificado;Alta tecnología;Presente en catálogo
50150;Blue Moons Inn;Phoenix;85016;AZ;14;US;Estados Unidos;Hotelería;Sector identificado;Hotelería;Presente en catálogo
50151;Neworth Boards;Greenwood Village;80111;CO;21;US;Estados Unidos;Minería;Sector identificado;Minería;Presente en catálogo
50152;PPB Bracks;Philadelphia;19103;PA;6;US;Estados Unidos;Industria química;Sector identificado;Industria química;Presente en catálogo
50153;Wayne Enterprises;Florham Park;7005;NJ;32;US;Estados Unidos;Telecomunicaciones;Sector identificado;Telecomunicaciones;Presente en catálogo
50154;Opal Enterprises;Burlington;1803;MA;13;US;Estados Unidos;Alta tecnología;Sector identificado;Alta tecnología;Presente en catálogo
50155;Pavel School District;Jacksonville;32207;FL;30;US;Estados Unidos;Servicios;Sector identificado;Servicios;Presente en catálogo
50156;Global Computing;Reston;20190;VA;9;US;Estados Unidos;Energía;Sector identificado;Energía;Presente en catálogo
50160;Water and Power;Houston;77072;TX;9;US;Estados Unidos;Energía;Sector identificado;Energía;Presente en catálogo
50161;Jump Off It, N.A.;St. Louis;63146;MO;2;US;Estados Unidos;Agricultura;Sector identificado;Agricultura;Presente en catálogo
50162;Charles Townsend Agency;Orlando;32825;FL;13;US;Estados Unidos;Alta tecnología;Sector identificado;Alta tecnología;Presente en catálogo
50163;Castem Co;Philadelphia;19103;PA;13;US;Estados Unidos;Alta tecnología;Sector identificado;Alta tecnología;Presente en catálogo
50164;SNC Path;Newton Square;19073;PA;30;US;Estados Unidos;Servicios;Sector identificado;Servicios;Presente en catálogo
50165;Straza Astena;Wilmington;19850;DE;26;US;Estados Unidos;Industria farmacéutica;Sector identificado;Industria farmacéutica;Presente en catálogo
50166;Scunder Consulting;Santa Clara;95051;CA;9;US;Estados Unidos;Energía;Sector identificado;Energía;Presente en catálogo
50167;Momentum;Columbus;43215;OH;6;US;Estados Unidos;Industria química;Sector identificado;Industria química;Presente en catálogo
50170;MECM;Scarsdale;10583;NY;30;US;Estados Unidos;Servicios;Sector identificado;Servicios;Presente en catálogo
50175;PonDeMon;Wilmington;19805;DE;26;US;Estados Unidos;Industria farmacéutica;Sector identificado;Industria farmacéutica;Presente en catálogo
50176;Truliant;Richmond;23230;VA;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50177;PILA;DALLAS;;TX;4;US;Estados Unidos;Bebidas;Sector identificado;Bebidas;Presente en catálogo
50180;Denver Trans;Denver;80222;CO;34;US;Estados Unidos;Transporte;Sector identificado;Transporte;Presente en catálogo
50181;Botta;Waukegan;60085;IL;30;US;Estados Unidos;Servicios;Sector identificado;Servicios;Presente en catálogo
50182;Millenium Hooks;Monroe;71203;LA;32;US;Estados Unidos;Telecomunicaciones;Sector identificado;Telecomunicaciones;Presente en catálogo
50183;American Trust Bank;Charlotte;28255;NC;12;US;Estados Unidos;Servicios financieros;Sector identificado;Servicios financieros;Presente en catálogo
50184;Gringotts;Novi;48377;MI;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50185;Gokart;San Martin;95046;CA;3;US;Estados Unidos;Automotriz;Sector identificado;Automotriz;Presente en catálogo
50190;Hunter and Hunter;San Antonio;78204;TX;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50191;Acme Corp;Princeton;8540;NJ;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50192;Devon Energy;Oklahoma City;73102;OK;9;US;Estados Unidos;Energía;Sector identificado;Energía;Presente en catálogo
50193;Mooby Corp;Menomonee Falls;53051;WI;3;US;Estados Unidos;Automotriz;Sector identificado;Automotriz;Presente en catálogo
50194;ANJIKO;Irving;;TX;30;US;Estados Unidos;Servicios;Sector identificado;Servicios;Presente en catálogo
50195;KloKlo Partners;Irving;;TX;30;US;Estados Unidos;Servicios;Sector identificado;Servicios;Presente en catálogo
50196;SpringShield;Iselin;8830;NJ;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50200;LKLLD;Overland Park;66213;KS;30;US;Estados Unidos;Servicios;Sector identificado;Servicios;Presente en catálogo
50201;Selement;Tarrytown;10591;NY;32;US;Estados Unidos;Telecomunicaciones;Sector identificado;Telecomunicaciones;Presente en catálogo
50202;Roxxon;Denver;80203;CO;32;US;Estados Unidos;Telecomunicaciones;Sector identificado;Telecomunicaciones;Presente en catálogo
50203;Western Landscaping;Hershey;17033;PA;35;US;Estados Unidos;Servicios públicos;Sector identificado;Servicios públicos;Presente en catálogo
50204;Universal Export;Hershey;17033;PA;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50205;Ansofini LLC;Bridgewater;8807;NJ;26;US;Estados Unidos;Industria farmacéutica;Sector identificado;Industria farmacéutica;Presente en catálogo
50207;Flamingo Consulting;Torrance;90505;CA;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50208;Raleigh Resources;Raleigh;27612;NC;10;US;Estados Unidos;Gobierno federal civil;Sector identificado;Gobierno federal civil;Presente en catálogo
50209;Coinstellations;Bellevue;98004;WA;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50210;Scarcoft;New Orleans;70129;LA;30;US;Estados Unidos;Servicios;Sector identificado;Servicios;Presente en catálogo
50211;FABS Constructing;Southfield;48033;MI;17;US;Estados Unidos;Materiales;Sector identificado;Materiales;Presente en catálogo
50212;Powell Motors;DALLAS;75201;TX;9;US;Estados Unidos;Energía;Sector identificado;Energía;Presente en catálogo
50213;Mainway Toys;Portland;97209;OR;9;US;Estados Unidos;Energía;Sector identificado;Energía;Presente en catálogo
50215;Rivisult;Temple;85281;AZ;35;US;Estados Unidos;Servicios públicos;Sector identificado;Servicios públicos;Presente en catálogo
50220;Helix LLC;Lisle;60532;IL;17;US;Estados Unidos;Materiales;Sector identificado;Materiales;Presente en catálogo
50221;CCP Lips;Bartlesville;74003;OK;13;US;Estados Unidos;Alta tecnología;Sector identificado;Alta tecnología;Presente en catálogo
50222;Simbici LLC;Pittsfield;1201;MA;17;US;Estados Unidos;Materiales;Sector identificado;Materiales;Presente en catálogo
50223;Kingston and Group;DALLAS;;TX;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50224;Pittsburgh Partners;Harrisburg;;PA;10;US;Estados Unidos;Gobierno federal civil;Sector identificado;Gobierno federal civil;Presente en catálogo
50225;St. Anky Beer;Latrobe;15650;PA;20;US;Estados Unidos;Metales;Sector identificado;Metales;Presente en catálogo
50227;Scornette Group;Greenville;29615;SC;13;US;Estados Unidos;Alta tecnología;Sector identificado;Alta tecnología;Presente en catálogo
50228;Black Waters Corp;Los Angeles;;CA;9;US;Estados Unidos;Energía;Sector identificado;Energía;Presente en catálogo
50230;Protecting the Border;Washington;20229;DC;10;US;Estados Unidos;Gobierno federal civil;Sector identificado;Gobierno federal civil;Presente en catálogo
50231;Osato Chemicals;Pittsburgh;15222;PA;7;US;Estados Unidos;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
50234;Industrial Automation;The Woodlands;77380;TX;30;US;Estados Unidos;Servicios;Sector identificado;Servicios;Presente en catálogo
100001;The Legitimate Businessmens Club;Pittsburgh;15222;PA;28;US;Estados Unidos;Comercio minorista;Sector identificado;Comercio minorista;Presente en catálogo
1023;Spade and Archer;Irving;75038;TX;31;US;Estados Unidos;;ID sin correspondencia;Sector sin identificar;Presente en catálogo
10014;Krustyco;Scottsdale;;AZ;31;US;Estados Unidos;;ID sin correspondencia;Sector sin identificar;Presente en catálogo
10176;Klimpys;Plano;75024;TX;31;US;Estados Unidos;;ID sin correspondencia;Sector sin identificar;Presente en catálogo
50042;Bad Brother LLC;Plano;75024;TX;31;US;Estados Unidos;;ID sin correspondencia;Sector sin identificar;Presente en catálogo
50046;Blammo;DALLAS;75234;TX;31;US;Estados Unidos;;ID sin correspondencia;Sector sin identificar;Presente en catálogo
50047;Blammo;DALLAS;75234;TX;31;US;Estados Unidos;;ID sin correspondencia;Sector sin identificar;Presente en catálogo
50048;Blammo;DALLAS;75234;TX;31;US;Estados Unidos;;ID sin correspondencia;Sector sin identificar;Presente en catálogo
50051;Blammo;DALLAS;75234;TX;31;US;Estados Unidos;;ID sin correspondencia;Sector sin identificar;Presente en catálogo
50052;Blammo;DALLAS;75234;TX;31;US;Estados Unidos;;ID sin correspondencia;Sector sin identificar;Presente en catálogo
50080;Mauve Ware;Palo Alto;94304;CA;31;US;Estados Unidos;;ID sin correspondencia;Sector sin identificar;Presente en catálogo
50086;AppleNets;Remote;;CA;31;US;Estados Unidos;;ID sin correspondencia;Sector sin identificar;Presente en catálogo
50096;COMP DDK;Islandia;11749;NY;31;US;Estados Unidos;;ID sin correspondencia;Sector sin identificar;Presente en catálogo
50105;Central Perk;Issaquah;98029;WA;31;US;Estados Unidos;;ID sin correspondencia;Sector sin identificar;Presente en catálogo
1000;Cliente sin identificar (ID 1000);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1001;Cliente sin identificar (ID 1001);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1002;Cliente sin identificar (ID 1002);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1004;Cliente sin identificar (ID 1004);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1009;Cliente sin identificar (ID 1009);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1010;Cliente sin identificar (ID 1010);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1015;Cliente sin identificar (ID 1015);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1017;Cliente sin identificar (ID 1017);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1022;Cliente sin identificar (ID 1022);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1024;Cliente sin identificar (ID 1024);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1025;Cliente sin identificar (ID 1025);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1031;Cliente sin identificar (ID 1031);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1032;Cliente sin identificar (ID 1032);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1034;Cliente sin identificar (ID 1034);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1035;Cliente sin identificar (ID 1035);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1041;Cliente sin identificar (ID 1041);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1042;Cliente sin identificar (ID 1042);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1044;Cliente sin identificar (ID 1044);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1045;Cliente sin identificar (ID 1045);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
1052;Cliente sin identificar (ID 1052);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
10004;Mr. Sparkle;Toronto;;ON;30;CA;Canadá;Servicios;Sector identificado;Servicios;Presente en catálogo
10025;SNC Toronto;Toronto;;ON;30;CA;Canadá;Servicios;Sector identificado;Servicios;Presente en catálogo
10052;Cliente sin identificar (ID 10052);;;;;;;;Cliente ausente del catálogo;Sector sin identificar;Ausente del catálogo de trabajo
10133;Monarch Playing Card Co.;Uxbridge;;MX;7;GB;GB;Bienes de consumo envasados;Sector identificado;Bienes de consumo envasados;Presente en catálogo
10230;Decore Design;Winnipeg;;MB;30;CA;Canadá;Servicios;Sector identificado;Servicios;Presente en catálogo
10232;OSI Canada;Toronto,;;MB;30;CA;Canadá;Servicios;Sector identificado;Servicios;Presente en catálogo
10236;OSI Australia;Sydney;2000;NSW;30;AU;AU;Servicios;Sector identificado;Servicios;Presente en catálogo
50043;Mr. Sparkle;Toronto;;ON;35;CA;Canadá;Servicios públicos;Sector identificado;Servicios públicos;Presente en catálogo
50056;Montreal Railway;AAAAAAA;;ON;34;CA;Canadá;Transporte;Sector identificado;Transporte;Presente en catálogo
50059;Primertel;Toronto, Ontario;;ON;32;CA;Canadá;Telecomunicaciones;Sector identificado;Telecomunicaciones;Presente en catálogo
50206;Zevo Toys;Winnipeg;;MB;13;CA;Canadá;Alta tecnología;Sector identificado;Alta tecnología;Presente en catálogo
50232;Ajax;Markham;;ON;13;CA;Canadá;Alta tecnología;Sector identificado;Alta tecnología;Presente en catálogo
50233;SDI Design;Winnipeg;;MB;30;CA;Canadá;Servicios;Sector identificado;Servicios;Presente en catálogo
50235;AEQ;Macquarie;2113;NSW;30;AU;AU;Servicios;Sector identificado;Servicios;Presente en catálogo
